date_id,full_date,day_of_week,day_number,month_number,month_name,quarter,year,is_weekend,is_np_holiday
100,2019-04-10,Wednesday,10,4,April,Q2,2019,0,0
101,2019-04-11,Thursday,11,4,April,Q2,2019,0,0
102,2019-04-12,Friday,12,4,April,Q2,2019,0,0
103,2019-04-13,Saturday,13,4,April,Q2,2019,1,0
104,2019-04-14,Sunday,14,4,April,Q2,2019,1,1
105,2019-04-15,Monday,15,4,April,Q2,2019,0,1
106,2019-04-16,Tuesday,16,4,April,Q2,2019,0,0
107,2019-04-17,Wednesday,17,4,April,Q2,2019,0,0
108,2019-04-18,Thursday,18,4,April,Q2,2019,0,0
109,2019-04-19,Friday,19,4,April,Q2,2019,0,0
110,2019-04-20,Saturday,20,4,April,Q2,2019,1,0
111,2019-04-21,Sunday,21,4,April,Q2,2019,1,0
112,2019-04-22,Monday,22,4,April,Q2,2019,0,0
113,2019-04-23,Tuesday,23,4,April,Q2,2019,0,0
114,2019-04-24,Wednesday,24,4,April,Q2,2019,0,0
115,2019-04-25,Thursday,25,4,April,Q2,2019,0,0
116,2019-04-26,Friday,26,4,April,Q2,2019,0,0
117,2019-04-27,Saturday,27,4,April,Q2,2019,1,0
118,2019-04-28,Sunday,28,4,April,Q2,2019,1,0
119,2019-04-29,Monday,29,4,April,Q2,2019,0,0
120,2019-04-30,Tuesday,30,4,April,Q2,2019,0,0
121,2019-05-01,Wednesday,1,5,May,Q2,2019,0,0
122,2019-05-02,Thursday,2,5,May,Q2,2019,0,0
123,2019-05-03,Friday,3,5,May,Q2,2019,0,0
124,2019-05-04,Saturday,4,5,May,Q2,2019,1,0
125,2019-05-05,Sunday,5,5,May,Q2,2019,1,0
126,2019-05-06,Monday,6,5,May,Q2,2019,0,0
127,2019-05-07,Tuesday,7,5,May,Q2,2019,0,0
128,2019-05-08,Wednesday,8,5,May,Q2,2019,0,0
129,2019-05-09,Thursday,9,5,May,Q2,2019,0,0
130,2019-05-10,Friday,10,5,May,Q2,2019,0,0
131,2019-05-11,Saturday,11,5,May,Q2,2019,1,0
132,2019-05-12,Sunday,12,5,May,Q2,2019,1,0
133,2019-05-13,Monday,13,5,May,Q2,2019,0,0
134,2019-05-14,Tuesday,14,5,May,Q2,2019,0,0
135,2019-05-15,Wednesday,15,5,May,Q2,2019,0,1
136,2019-05-16,Thursday,16,5,May,Q2,2019,0,1
137,2019-05-17,Friday,17,5,May,Q2,2019,0,0
138,2019-05-18,Saturday,18,5,May,Q2,2019,1,0
139,2019-05-19,Sunday,19,5,May,Q2,2019,1,0
140,2019-05-20,Monday,20,5,May,Q2,2019,0,0
141,2019-05-21,Tuesday,21,5,May,Q2,2019,0,0
142,2019-05-22,Wednesday,22,5,May,Q2,2019,0,0
143,2019-05-23,Thursday,23,5,May,Q2,2019,0,0
144,2019-05-24,Friday,24,5,May,Q2,2019,0,0
145,2019-05-25,Saturday,25,5,May,Q2,2019,1,0
146,2019-05-26,Sunday,26,5,May,Q2,2019,1,0
147,2019-05-27,Monday,27,5,May,Q2,2019,0,0
148,2019-05-28,Tuesday,28,5,May,Q2,2019,0,0
149,2019-05-29,Wednesday,29,5,May,Q2,2019,0,0
150,2019-05-30,Thursday,30,5,May,Q2,2019,0,0
151,2019-05-31,Friday,31,5,May,Q2,2019,0,0
152,2019-06-01,Saturday,1,6,June,Q2,2019,1,0
153,2019-06-02,Sunday,2,6,June,Q2,2019,1,0
154,2019-06-03,Monday,3,6,June,Q2,2019,0,0
155,2019-06-04,Tuesday,4,6,June,Q2,2019,0,0
156,2019-06-05,Wednesday,5,6,June,Q2,2019,0,0
157,2019-06-06,Thursday,6,6,June,Q2,2019,0,0
158,2019-06-07,Friday,7,6,June,Q2,2019,0,0
159,2019-06-08,Saturday,8,6,June,Q2,2019,1,0
160,2019-06-09,Sunday,9,6,June,Q2,2019,1,0
161,2019-06-10,Monday,10,6,June,Q2,2019,0,0
162,2019-06-11,Tuesday,11,6,June,Q2,2019,0,0
163,2019-06-12,Wednesday,12,6,June,Q2,2019,0,0
164,2019-06-13,Thursday,13,6,June,Q2,2019,0,0
165,2019-06-14,Friday,14,6,June,Q2,2019,0,0
166,2019-06-15,Saturday,15,6,June,Q2,2019,1,0
167,2019-06-16,Sunday,16,6,June,Q2,2019,1,0
168,2019-06-17,Monday,17,6,June,Q2,2019,0,0
169,2019-06-18,Tuesday,18,6,June,Q2,2019,0,0
170,2019-06-19,Wednesday,19,6,June,Q2,2019,0,0
171,2019-06-20,Thursday,20,6,June,Q2,2019,0,0
172,2019-06-21,Friday,21,6,June,Q2,2019,0,0
173,2019-06-22,Saturday,22,6,June,Q2,2019,1,0
174,2019-06-23,Sunday,23,6,June,Q2,2019,1,0
175,2019-06-24,Monday,24,6,June,Q2,2019,0,0
176,2019-06-25,Tuesday,25,6,June,Q2,2019,0,0
177,2019-06-26,Wednesday,26,6,June,Q2,2019,0,0
178,2019-06-27,Thursday,27,6,June,Q2,2019,0,0
179,2019-06-28,Friday,28,6,June,Q2,2019,0,0
180,2019-06-29,Saturday,29,6,June,Q2,2019,1,0
181,2019-06-30,Sunday,30,6,June,Q2,2019,1,0
182,2019-07-01,Monday,1,7,July,Q3,2019,0,0
183,2019-07-02,Tuesday,2,7,July,Q3,2019,0,0
184,2019-07-03,Wednesday,3,7,July,Q3,2019,0,0
185,2019-07-04,Thursday,4,7,July,Q3,2019,0,0
186,2019-07-05,Friday,5,7,July,Q3,2019,0,0
187,2019-07-06,Saturday,6,7,July,Q3,2019,1,0
188,2019-07-07,Sunday,7,7,July,Q3,2019,1,0
189,2019-07-08,Monday,8,7,July,Q3,2019,0,0
190,2019-07-09,Tuesday,9,7,July,Q3,2019,0,0
191,2019-07-10,Wednesday,10,7,July,Q3,2019,0,0
192,2019-07-11,Thursday,11,7,July,Q3,2019,0,0
193,2019-07-12,Friday,12,7,July,Q3,2019,0,0
194,2019-07-13,Saturday,13,7,July,Q3,2019,1,0
195,2019-07-14,Sunday,14,7,July,Q3,2019,1,0
196,2019-07-15,Monday,15,7,July,Q3,2019,0,0
197,2019-07-16,Tuesday,16,7,July,Q3,2019,0,0
198,2019-07-17,Wednesday,17,7,July,Q3,2019,0,0
199,2019-07-18,Thursday,18,7,July,Q3,2019,0,0
200,2019-07-19,Friday,19,7,July,Q3,2019,0,0
201,2019-07-20,Saturday,20,7,July,Q3,2019,1,0
202,2019-07-21,Sunday,21,7,July,Q3,2019,1,0
203,2019-07-22,Monday,22,7,July,Q3,2019,0,0
204,2019-07-23,Tuesday,23,7,July,Q3,2019,0,0
205,2019-07-24,Wednesday,24,7,July,Q3,2019,0,0
206,2019-07-25,Thursday,25,7,July,Q3,2019,0,0
207,2019-07-26,Friday,26,7,July,Q3,2019,0,0
208,2019-07-27,Saturday,27,7,July,Q3,2019,1,0
209,2019-07-28,Sunday,28,7,July,Q3,2019,1,0
210,2019-07-29,Monday,29,7,July,Q3,2019,0,0
211,2019-07-30,Tuesday,30,7,July,Q3,2019,0,0
212,2019-07-31,Wednesday,31,7,July,Q3,2019,0,0
213,2019-08-01,Thursday,1,8,August,Q3,2019,0,0
214,2019-08-02,Friday,2,8,August,Q3,2019,0,0
215,2019-08-03,Saturday,3,8,August,Q3,2019,1,0
216,2019-08-04,Sunday,4,8,August,Q3,2019,1,0
217,2019-08-05,Monday,5,8,August,Q3,2019,0,0
218,2019-08-06,Tuesday,6,8,August,Q3,2019,0,0
219,2019-08-07,Wednesday,7,8,August,Q3,2019,0,0
220,2019-08-08,Thursday,8,8,August,Q3,2019,0,0
221,2019-08-09,Friday,9,8,August,Q3,2019,0,0
222,2019-08-10,Saturday,10,8,August,Q3,2019,1,0
223,2019-08-11,Sunday,11,8,August,Q3,2019,1,0
224,2019-08-12,Monday,12,8,August,Q3,2019,0,0
225,2019-08-13,Tuesday,13,8,August,Q3,2019,0,0
226,2019-08-14,Wednesday,14,8,August,Q3,2019,0,0
227,2019-08-15,Thursday,15,8,August,Q3,2019,0,0
228,2019-08-16,Friday,16,8,August,Q3,2019,0,0
229,2019-08-17,Saturday,17,8,August,Q3,2019,1,0
230,2019-08-18,Sunday,18,8,August,Q3,2019,1,0
231,2019-08-19,Monday,19,8,August,Q3,2019,0,0
232,2019-08-20,Tuesday,20,8,August,Q3,2019,0,0
233,2019-08-21,Wednesday,21,8,August,Q3,2019,0,0
234,2019-08-22,Thursday,22,8,August,Q3,2019,0,0
235,2019-08-23,Friday,23,8,August,Q3,2019,0,0
236,2019-08-24,Saturday,24,8,August,Q3,2019,1,0
237,2019-08-25,Sunday,25,8,August,Q3,2019,1,0
238,2019-08-26,Monday,26,8,August,Q3,2019,0,0
239,2019-08-27,Tuesday,27,8,August,Q3,2019,0,0
240,2019-08-28,Wednesday,28,8,August,Q3,2019,0,0
241,2019-08-29,Thursday,29,8,August,Q3,2019,0,0
242,2019-08-30,Friday,30,8,August,Q3,2019,0,0
243,2019-08-31,Saturday,31,8,August,Q3,2019,1,0
244,2019-09-01,Sunday,1,9,September,Q3,2019,1,0
245,2019-09-02,Monday,2,9,September,Q3,2019,0,0
246,2019-09-03,Tuesday,3,9,September,Q3,2019,0,0
247,2019-09-04,Wednesday,4,9,September,Q3,2019,0,0
248,2019-09-05,Thursday,5,9,September,Q3,2019,0,0
249,2019-09-06,Friday,6,9,September,Q3,2019,0,0
250,2019-09-07,Saturday,7,9,September,Q3,2019,1,0
251,2019-09-08,Sunday,8,9,September,Q3,2019,1,0
252,2019-09-09,Monday,9,9,September,Q3,2019,0,0
253,2019-09-10,Tuesday,10,9,September,Q3,2019,0,0
254,2019-09-11,Wednesday,11,9,September,Q3,2019,0,0
255,2019-09-12,Thursday,12,9,September,Q3,2019,0,0
256,2019-09-13,Friday,13,9,September,Q3,2019,0,0
257,2019-09-14,Saturday,14,9,September,Q3,2019,1,0
258,2019-09-15,Sunday,15,9,September,Q3,2019,1,0
259,2019-09-16,Monday,16,9,September,Q3,2019,0,0
260,2019-09-17,Tuesday,17,9,September,Q3,2019,0,0
261,2019-09-18,Wednesday,18,9,September,Q3,2019,0,0
262,2019-09-19,Thursday,19,9,September,Q3,2019,0,0
263,2019-09-20,Friday,20,9,September,Q3,2019,0,0
264,2019-09-21,Saturday,21,9,September,Q3,2019,1,0
265,2019-09-22,Sunday,22,9,September,Q3,2019,1,0
266,2019-09-23,Monday,23,9,September,Q3,2019,0,0
267,2019-09-24,Tuesday,24,9,September,Q3,2019,0,0
268,2019-09-25,Wednesday,25,9,September,Q3,2019,0,0
269,2019-09-26,Thursday,26,9,September,Q3,2019,0,0
270,2019-09-27,Friday,27,9,September,Q3,2019,0,0
271,2019-09-28,Saturday,28,9,September,Q3,2019,1,0
272,2019-09-29,Sunday,29,9,September,Q3,2019,1,0
273,2019-09-30,Monday,30,9,September,Q3,2019,0,0
274,2019-10-01,Tuesday,1,10,October,Q4,2019,0,0
275,2019-10-02,Wednesday,2,10,October,Q4,2019,0,0
276,2019-10-03,Thursday,3,10,October,Q4,2019,0,0
277,2019-10-04,Friday,4,10,October,Q4,2019,0,0
278,2019-10-05,Saturday,5,10,October,Q4,2019,1,0
279,2019-10-06,Sunday,6,10,October,Q4,2019,1,0
280,2019-10-07,Monday,7,10,October,Q4,2019,0,0
281,2019-10-08,Tuesday,8,10,October,Q4,2019,0,0
282,2019-10-09,Wednesday,9,10,October,Q4,2019,0,0
283,2019-10-10,Thursday,10,10,October,Q4,2019,0,1
284,2019-10-11,Friday,11,10,October,Q4,2019,0,1
285,2019-10-12,Saturday,12,10,October,Q4,2019,1,1
286,2019-10-13,Sunday,13,10,October,Q4,2019,1,1
287,2019-10-14,Monday,14,10,October,Q4,2019,0,1
288,2019-10-15,Tuesday,15,10,October,Q4,2019,0,1
289,2019-10-16,Wednesday,16,10,October,Q4,2019,0,1
290,2019-10-17,Thursday,17,10,October,Q4,2019,0,1
291,2019-10-18,Friday,18,10,October,Q4,2019,0,1
292,2019-10-19,Saturday,19,10,October,Q4,2019,1,1
293,2019-10-20,Sunday,20,10,October,Q4,2019,1,1
294,2019-10-21,Monday,21,10,October,Q4,2019,0,1
295,2019-10-22,Tuesday,22,10,October,Q4,2019,0,0
296,2019-10-23,Wednesday,23,10,October,Q4,2019,0,0
297,2019-10-24,Thursday,24,10,October,Q4,2019,0,0
298,2019-10-25,Friday,25,10,October,Q4,2019,0,0
299,2019-10-26,Saturday,26,10,October,Q4,2019,1,0
300,2019-10-27,Sunday,27,10,October,Q4,2019,1,0
301,2019-10-28,Monday,28,10,October,Q4,2019,0,1
302,2019-10-29,Tuesday,29,10,October,Q4,2019,0,1
303,2019-10-30,Wednesday,30,10,October,Q4,2019,0,1
304,2019-10-31,Thursday,31,10,October,Q4,2019,0,1
305,2019-11-01,Friday,1,11,November,Q4,2019,0,1
306,2019-11-02,Saturday,2,11,November,Q4,2019,1,1
307,2019-11-03,Sunday,3,11,November,Q4,2019,1,1
308,2019-11-04,Monday,4,11,November,Q4,2019,0,1
309,2019-11-05,Tuesday,5,11,November,Q4,2019,0,0
310,2019-11-06,Wednesday,6,11,November,Q4,2019,0,0
311,2019-11-07,Thursday,7,11,November,Q4,2019,0,0
312,2019-11-08,Friday,8,11,November,Q4,2019,0,0
313,2019-11-09,Saturday,9,11,November,Q4,2019,1,0
314,2019-11-10,Sunday,10,11,November,Q4,2019,1,0
315,2019-11-11,Monday,11,11,November,Q4,2019,0,0
316,2019-11-12,Tuesday,12,11,November,Q4,2019,0,0
317,2019-11-13,Wednesday,13,11,November,Q4,2019,0,0
318,2019-11-14,Thursday,14,11,November,Q4,2019,0,0
319,2019-11-15,Friday,15,11,November,Q4,2019,0,0
320,2019-11-16,Saturday,16,11,November,Q4,2019,1,0
321,2019-11-17,Sunday,17,11,November,Q4,2019,1,0
322,2019-11-18,Monday,18,11,November,Q4,2019,0,0
323,2019-11-19,Tuesday,19,11,November,Q4,2019,0,0
324,2019-11-20,Wednesday,20,11,November,Q4,2019,0,0
325,2019-11-21,Thursday,21,11,November,Q4,2019,0,0
326,2019-11-22,Friday,22,11,November,Q4,2019,0,0
327,2019-11-23,Saturday,23,11,November,Q4,2019,1,0
328,2019-11-24,Sunday,24,11,November,Q4,2019,1,0
329,2019-11-25,Monday,25,11,November,Q4,2019,0,0
330,2019-11-26,Tuesday,26,11,November,Q4,2019,0,0
331,2019-11-27,Wednesday,27,11,November,Q4,2019,0,0
332,2019-11-28,Thursday,28,11,November,Q4,2019,0,0
333,2019-11-29,Friday,29,11,November,Q4,2019,0,0
334,2019-11-30,Saturday,30,11,November,Q4,2019,1,0
335,2019-12-01,Sunday,1,12,December,Q4,2019,1,0
336,2019-12-02,Monday,2,12,December,Q4,2019,0,0
337,2019-12-03,Tuesday,3,12,December,Q4,2019,0,0
338,2019-12-04,Wednesday,4,12,December,Q4,2019,0,0
339,2019-12-05,Thursday,5,12,December,Q4,2019,0,0
340,2019-12-06,Friday,6,12,December,Q4,2019,0,0
341,2019-12-07,Saturday,7,12,December,Q4,2019,1,0
342,2019-12-08,Sunday,8,12,December,Q4,2019,1,0
343,2019-12-09,Monday,9,12,December,Q4,2019,0,0
344,2019-12-10,Tuesday,10,12,December,Q4,2019,0,0
345,2019-12-11,Wednesday,11,12,December,Q4,2019,0,0
346,2019-12-12,Thursday,12,12,December,Q4,2019,0,0
347,2019-12-13,Friday,13,12,December,Q4,2019,0,0
348,2019-12-14,Saturday,14,12,December,Q4,2019,1,0
349,2019-12-15,Sunday,15,12,December,Q4,2019,1,0
350,2019-12-16,Monday,16,12,December,Q4,2019,0,0
351,2019-12-17,Tuesday,17,12,December,Q4,2019,0,0
352,2019-12-18,Wednesday,18,12,December,Q4,2019,0,0
353,2019-12-19,Thursday,19,12,December,Q4,2019,0,0
354,2019-12-20,Friday,20,12,December,Q4,2019,0,0
355,2019-12-21,Saturday,21,12,December,Q4,2019,1,0
356,2019-12-22,Sunday,22,12,December,Q4,2019,1,0
357,2019-12-23,Monday,23,12,December,Q4,2019,0,0
358,2019-12-24,Tuesday,24,12,December,Q4,2019,0,0
359,2019-12-25,Wednesday,25,12,December,Q4,2019,0,0
360,2019-12-26,Thursday,26,12,December,Q4,2019,0,0
361,2019-12-27,Friday,27,12,December,Q4,2019,0,0
362,2019-12-28,Saturday,28,12,December,Q4,2019,1,0
363,2019-12-29,Sunday,29,12,December,Q4,2019,1,0
364,2019-12-30,Monday,30,12,December,Q4,2019,0,0
365,2019-12-31,Tuesday,31,12,December,Q4,2019,0,0
366,2020-01-01,Wednesday,1,1,January,Q1,2020,0,0
367,2020-01-02,Thursday,2,1,January,Q1,2020,0,0
368,2020-01-03,Friday,3,1,January,Q1,2020,0,0
369,2020-01-04,Saturday,4,1,January,Q1,2020,1,0
370,2020-01-05,Sunday,5,1,January,Q1,2020,1,0
371,2020-01-06,Monday,6,1,January,Q1,2020,0,0
372,2020-01-07,Tuesday,7,1,January,Q1,2020,0,0
373,2020-01-08,Wednesday,8,1,January,Q1,2020,0,0
374,2020-01-09,Thursday,9,1,January,Q1,2020,0,0
375,2020-01-10,Friday,10,1,January,Q1,2020,0,0
376,2020-01-11,Saturday,11,1,January,Q1,2020,1,0
377,2020-01-12,Sunday,12,1,January,Q1,2020,1,0
378,2020-01-13,Monday,13,1,January,Q1,2020,0,0
379,2020-01-14,Tuesday,14,1,January,Q1,2020,0,0
380,2020-01-15,Wednesday,15,1,January,Q1,2020,0,0
381,2020-01-16,Thursday,16,1,January,Q1,2020,0,0
382,2020-01-17,Friday,17,1,January,Q1,2020,0,0
383,2020-01-18,Saturday,18,1,January,Q1,2020,1,0
384,2020-01-19,Sunday,19,1,January,Q1,2020,1,0
385,2020-01-20,Monday,20,1,January,Q1,2020,0,0
386,2020-01-21,Tuesday,21,1,January,Q1,2020,0,0
387,2020-01-22,Wednesday,22,1,January,Q1,2020,0,0
388,2020-01-23,Thursday,23,1,January,Q1,2020,0,0
389,2020-01-24,Friday,24,1,January,Q1,2020,0,0
390,2020-01-25,Saturday,25,1,January,Q1,2020,1,0
391,2020-01-26,Sunday,26,1,January,Q1,2020,1,0
392,2020-01-27,Monday,27,1,January,Q1,2020,0,0
393,2020-01-28,Tuesday,28,1,January,Q1,2020,0,0
394,2020-01-29,Wednesday,29,1,January,Q1,2020,0,0
395,2020-01-30,Thursday,30,1,January,Q1,2020,0,0
396,2020-01-31,Friday,31,1,January,Q1,2020,0,0
397,2020-02-01,Saturday,1,2,February,Q1,2020,1,0
398,2020-02-02,Sunday,2,2,February,Q1,2020,1,0
399,2020-02-03,Monday,3,2,February,Q1,2020,0,0
400,2020-02-04,Tuesday,4,2,February,Q1,2020,0,0
401,2020-02-05,Wednesday,5,2,February,Q1,2020,0,0
402,2020-02-06,Thursday,6,2,February,Q1,2020,0,0
403,2020-02-07,Friday,7,2,February,Q1,2020,0,0
404,2020-02-08,Saturday,8,2,February,Q1,2020,1,0
405,2020-02-09,Sunday,9,2,February,Q1,2020,1,0
406,2020-02-10,Monday,10,2,February,Q1,2020,0,0
407,2020-02-11,Tuesday,11,2,February,Q1,2020,0,0
408,2020-02-12,Wednesday,12,2,February,Q1,2020,0,0
409,2020-02-13,Thursday,13,2,February,Q1,2020,0,0
410,2020-02-14,Friday,14,2,February,Q1,2020,0,0
411,2020-02-15,Saturday,15,2,February,Q1,2020,1,0
412,2020-02-16,Sunday,16,2,February,Q1,2020,1,0
413,2020-02-17,Monday,17,2,February,Q1,2020,0,0
414,2020-02-18,Tuesday,18,2,February,Q1,2020,0,0
415,2020-02-19,Wednesday,19,2,February,Q1,2020,0,0
416,2020-02-20,Thursday,20,2,February,Q1,2020,0,0
417,2020-02-21,Friday,21,2,February,Q1,2020,0,0
418,2020-02-22,Saturday,22,2,February,Q1,2020,1,0
419,2020-02-23,Sunday,23,2,February,Q1,2020,1,0
420,2020-02-24,Monday,24,2,February,Q1,2020,0,0
421,2020-02-25,Tuesday,25,2,February,Q1,2020,0,0
422,2020-02-26,Wednesday,26,2,February,Q1,2020,0,0
423,2020-02-27,Thursday,27,2,February,Q1,2020,0,0
424,2020-02-28,Friday,28,2,February,Q1,2020,0,0
425,2020-02-29,Saturday,29,2,February,Q1,2020,1,0
426,2020-03-01,Sunday,1,3,March,Q1,2020,1,0
427,2020-03-02,Monday,2,3,March,Q1,2020,0,0
428,2020-03-03,Tuesday,3,3,March,Q1,2020,0,0
429,2020-03-04,Wednesday,4,3,March,Q1,2020,0,0
430,2020-03-05,Thursday,5,3,March,Q1,2020,0,0
431,2020-03-06,Friday,6,3,March,Q1,2020,0,0
432,2020-03-07,Saturday,7,3,March,Q1,2020,1,0
433,2020-03-08,Sunday,8,3,March,Q1,2020,1,0
434,2020-03-09,Monday,9,3,March,Q1,2020,0,0
435,2020-03-10,Tuesday,10,3,March,Q1,2020,0,0
436,2020-03-11,Wednesday,11,3,March,Q1,2020,0,0
437,2020-03-12,Thursday,12,3,March,Q1,2020,0,0
438,2020-03-13,Friday,13,3,March,Q1,2020,0,0
439,2020-03-14,Saturday,14,3,March,Q1,2020,1,1
440,2020-03-15,Sunday,15,3,March,Q1,2020,1,1
441,2020-03-16,Monday,16,3,March,Q1,2020,0,0
442,2020-03-17,Tuesday,17,3,March,Q1,2020,0,0
443,2020-03-18,Wednesday,18,3,March,Q1,2020,0,0
444,2020-03-19,Thursday,19,3,March,Q1,2020,0,0
445,2020-03-20,Friday,20,3,March,Q1,2020,0,0
446,2020-03-21,Saturday,21,3,March,Q1,2020,1,0
447,2020-03-22,Sunday,22,3,March,Q1,2020,1,0
448,2020-03-23,Monday,23,3,March,Q1,2020,0,0
